participant_id	age	sex
sub-01	22	M
sub-02	23	M
sub-03	24	M
sub-04	24	M
sub-05	21	M
sub-06	21	F
sub-07	24	M
sub-08	22	F
sub-09	23	F
sub-10	23	M
sub-11	21	M
sub-12	21	M
sub-13	23	M
sub-14	26	M
sub-15	26	M
sub-16	22	M
sub-17	25	M
sub-18	24	M
sub-19	22	F
sub-20	22	F
sub-21	23	M
sub-22	20	F
